id,accident_index,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_band_of_casualty,casualty_severity,casualty_type,casualty_home_area_type,accident_severity,day_of_week,time,road_type,speed_limit,junction_detail,junction_control,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,vehicle_type,vehicle_manoeuvre,vehicle_location_restricted_lane,junction_location,hit_object_in_carriageway,hit_object_off_carriageway,first_point_of_impact,journey_purpose_of_driver,sex_of_driver,age_band_of_driver,age_of_vehicle,driver_home_area_type
1536520,2011231196540,1,1,3,2,4,2,0,-1,2,5,16:30,6,30,0,-1,0,0,6,1,1,0,0,1,9,18,0,0,0,0,1,-1,2,4,9,1
1538863,201130D000215,1,1,2,1,4,2,9,-1,2,7,01:06,6,60,0,-1,0,0,6,2,2,0,0,2,9,17,0,0,10,10,4,-1,1,4,8,-1
1539097,201130D000388,1,1,3,1,6,2,0,1,2,3,14:00,6,30,0,-1,0,0,1,1,1,0,0,1,9,2,0,0,0,0,3,1,1,6,-1,1
1543113,201131C247011,1,1,3,1,-1,3,0,-1,3,7,11:00,6,30,3,2,0,5,1,7,1,0,0,1,19,18,0,2,0,0,1,-1,1,6,6,1
1543440,201131D011511,2,2,1,2,6,3,9,1,2,4,08:55,6,40,3,4,0,0,1,1,1,0,0,2,9,18,0,8,0,0,1,2,2,6,6,1
1545681,201132C122011,1,1,1,1,4,3,5,1,3,2,11:35,6,30,0,-1,0,1,1,1,1,0,0,2,5,18,0,0,0,10,1,-1,1,4,-1,1
1549544,2011331103805,1,2,2,1,1,3,9,-1,3,6,09:10,6,50,0,-1,0,0,1,2,2,0,0,2,9,14,0,0,0,0,1,3,2,7,8,-1
1550410,2011331105710,2,2,1,1,6,3,9,1,3,6,18:05,6,30,8,4,0,0,1,1,1,0,0,1,9,10,0,8,0,0,2,-1,1,6,-1,1
1553998,2011350563011,1,1,2,1,7,3,9,-1,3,5,16:03,6,30,8,4,0,0,1,1,1,0,0,1,9,9,0,6,0,0,1,-1,1,6,14,-1
1555498,2011350920711,2,1,1,1,7,3,9,1,3,6,10:40,3,70,0,-1,0,0,1,1,1,0,0,2,9,18,0,0,0,0,3,1,1,7,2,1
1556938,2011360061377,1,1,1,2,6,1,9,2,1,7,23:08,6,40,0,-1,0,0,4,1,1,0,0,2,9,17,0,0,0,4,4,-1,2,6,15,2
1557814,2011360063034,1,1,1,1,4,3,4,2,3,1,14:10,6,60,0,-1,0,0,1,1,1,0,0,2,4,18,0,0,0,10,3,-1,1,4,-1,2
1561256,2011400B00959,1,1,1,1,5,3,3,3,3,5,14:00,6,40,0,-1,0,0,1,1,1,0,0,1,3,4,0,0,0,0,1,2,1,5,4,3
1565606,20114100G0406,1,1,1,1,5,3,9,1,3,1,11:10,6,60,0,-1,0,0,1,1,1,0,0,2,9,13,0,0,0,10,4,-1,1,5,8,1
1565803,20114100J0137,1,1,1,1,7,3,9,1,3,3,08:35,6,30,0,-1,0,0,1,1,1,0,0,1,9,6,0,0,0,0,1,-1,1,7,11,1
1568821,201142I148705,2,4,2,2,5,3,9,1,2,7,11:49,6,60,0,-1,0,0,1,1,1,0,0,1,9,18,0,0,0,0,1,2,2,5,12,1
1576178,201143P337061,1,1,1,2,5,3,9,2,3,2,17:30,7,40,1,4,0,0,1,1,1,0,0,2,9,16,0,3,0,0,1,-1,2,5,8,2
1581663,2011440138303,1,1,3,2,5,3,0,1,3,1,17:05,6,30,0,-1,0,0,1,1,1,0,0,1,9,18,0,0,0,0,4,-1,1,6,12,1
1583964,2011440339858,1,1,1,1,5,3,3,3,3,5,00:43,6,30,0,-1,0,0,4,1,1,0,0,1,3,17,0,0,0,10,4,-1,1,5,0,3
1584813,2011440414201,1,1,3,2,2,3,0,3,3,5,18:30,6,30,0,-1,0,0,1,1,1,0,0,2,9,18,0,0,0,0,4,-1,1,11,4,2
1587224,201145GU57843,1,1,1,1,5,3,9,-1,3,3,06:45,1,30,1,4,0,0,4,1,2,0,0,1,9,4,0,8,0,0,1,1,1,5,14,-1
1588461,201145MO66408,2,1,1,1,8,3,9,1,3,3,18:40,6,30,0,-1,0,0,4,1,1,0,0,1,9,2,0,0,0,0,3,-1,1,8,15,1
1588462,201145MO66432,2,1,1,2,8,3,9,1,3,5,16:06,6,40,0,-1,0,0,4,2,2,0,0,1,9,18,0,0,0,0,2,-1,2,8,2,1
1590017,201145SP61893,1,1,1,1,5,2,1,1,2,5,18:15,6,30,0,-1,0,0,1,1,1,0,0,1,1,18,0,0,0,0,3,-1,1,5,-1,1
1590417,201145SU61169,1,2,2,1,3,3,9,1,3,5,11:28,2,30,0,-1,0,0,1,1,1,0,0,1,9,18,0,0,0,0,1,-1,1,4,1,1
1590489,201145SU62609,1,7,2,2,3,3,11,2,2,5,16:29,3,50,6,2,0,8,1,1,1,0,0,2,11,18,0,5,0,4,1,3,1,7,9,1
1591595,201145WA63723,1,1,1,2,5,3,9,1,3,4,21:00,6,30,0,-1,0,0,6,1,1,0,0,2,9,16,0,0,10,0,1,2,2,5,6,1
1592772,2011460196788,1,1,3,2,4,2,0,2,2,5,07:50,6,30,0,-1,0,0,1,1,1,0,0,2,9,18,0,0,0,0,0,-1,3,-1,-1,-1
1592854,2011460197010,2,1,1,2,5,3,9,1,3,2,08:00,6,30,3,4,0,0,1,1,1,0,0,1,9,7,0,1,0,0,2,2,2,5,11,1
1594280,2011460199963,3,1,1,2,5,3,9,1,3,6,19:15,3,70,5,4,0,0,1,1,1,0,0,2,9,18,0,6,0,0,1,-1,2,5,8,1
1600461,2011471102897,1,1,1,2,7,3,9,1,3,3,09:44,6,40,0,-1,0,0,1,1,1,0,0,2,9,9,0,0,0,10,1,-1,2,7,8,1
1600575,2011471103067,2,1,1,1,8,2,8,1,2,4,11:42,6,50,3,4,0,0,1,1,1,0,0,2,8,18,0,8,0,10,1,1,1,8,8,1
1602595,2011471106141,1,1,3,2,8,3,0,1,3,7,15:13,6,20,3,4,0,0,1,1,1,0,0,1,11,4,3,1,0,0,0,1,1,7,1,1
1603344,2011471107291,1,1,1,1,7,3,9,1,3,4,09:03,3,70,0,-1,0,0,1,1,1,0,0,2,9,11,0,0,0,4,1,-1,1,7,9,1
1606348,201150ED2B030,2,1,1,1,7,3,9,1,3,1,19:15,6,30,3,4,0,0,4,1,2,0,0,1,9,17,0,8,0,0,0,-1,1,7,9,1
1609161,201150JT3H001,1,1,1,1,7,3,9,2,3,4,15:20,3,70,0,-1,0,0,1,5,2,0,0,2,9,18,0,0,0,6,1,-1,1,7,11,2
1609945,2011520100276,1,1,1,1,8,3,9,2,3,1,08:00,6,30,0,-1,0,0,1,1,4,0,0,2,9,18,0,0,0,0,1,-1,1,8,15,2
1616742,2011547151511,2,5,2,1,8,3,19,1,3,4,22:45,6,40,6,3,0,0,6,1,1,0,0,2,19,9,0,6,0,0,3,-1,1,9,13,1
1618359,2011551C09864,1,2,2,2,4,3,9,1,3,5,23:55,6,30,0,-1,0,0,4,1,1,0,0,1,9,16,0,0,7,0,1,-1,1,4,15,1
1622518,201160M174899,1,1,1,2,5,3,9,1,3,3,19:29,3,50,3,4,0,0,4,3,2,0,0,1,9,9,0,6,0,0,4,-1,2,5,-1,1
1626537,2011620211045,1,1,3,2,1,3,0,1,3,3,19:05,6,30,0,-1,0,0,1,1,1,0,0,1,9,5,0,0,0,0,1,-1,2,9,6,1
1627811,2011620213354,1,1,3,2,5,2,0,1,2,7,02:30,6,30,0,-1,0,0,4,1,1,0,0,1,8,5,0,0,0,0,3,-1,3,-1,-1,-1
1628857,201163BC07111,2,1,1,1,7,3,8,-1,3,2,16:40,6,60,0,-1,0,0,1,1,1,0,0,2,8,18,0,0,0,0,1,-1,1,7,12,-1
1630890,2011921100041,1,1,2,1,2,3,9,1,3,4,18:00,3,70,0,-1,0,0,6,1,2,0,0,2,9,18,0,0,0,7,3,-1,1,7,12,1
1632574,2011930001745,1,1,2,2,11,3,9,2,3,4,14:20,6,30,6,3,0,0,1,1,1,0,0,2,9,7,0,6,0,10,3,-1,1,11,10,2
1634629,2011950003243,2,1,1,1,6,3,1,3,3,6,06:30,6,30,3,4,0,0,1,1,1,0,0,1,1,18,0,2,0,0,2,-1,1,6,-1,3
1637006,2011961102276,2,1,2,2,5,3,9,1,3,7,10:13,3,30,9,4,0,0,1,1,1,0,0,1,9,18,0,1,0,0,1,-1,1,7,7,1
1638402,201197GA03610,2,1,1,1,6,3,1,-1,3,6,21:20,1,30,1,4,0,0,4,1,2,0,0,1,1,9,0,3,0,0,3,-1,1,6,-1,-1
1639366,201197KB41704,2,1,2,1,2,3,9,1,3,1,17:10,7,70,5,4,0,0,1,1,1,0,0,1,9,18,0,1,0,0,2,-1,1,8,3,1
1644121,201201CW10161,2,2,2,2,6,3,2,1,3,4,08:08,6,30,6,4,0,0,1,1,1,0,0,1,2,18,0,8,0,0,1,-1,2,-1,3,1
1644512,201201CW10588,1,1,1,1,7,2,11,-1,2,6,21:14,6,30,0,-1,0,0,4,1,2,0,0,1,11,4,0,0,0,0,0,1,1,7,3,-1
1649228,201201HT20564,2,1,1,1,5,3,9,1,3,1,10:15,3,30,0,-1,0,0,1,-1,1,0,0,1,9,3,0,0,0,0,2,2,1,5,-1,1
1655167,201201MM70940,1,1,3,1,11,3,0,-1,3,2,10:36,6,30,3,4,0,0,1,1,1,0,0,1,9,9,0,2,0,0,1,-1,1,11,-1,-1
1655897,201201PL60558,2,1,1,1,6,3,1,1,3,3,19:12,6,30,0,-1,0,4,1,1,1,0,0,1,1,15,0,0,0,0,1,2,1,6,-1,1
1656883,201201PY20632,2,1,1,1,5,3,9,1,3,2,07:10,6,30,3,4,0,0,1,1,1,0,0,1,9,18,0,8,0,0,3,-1,1,5,8,1
1657269,201201QA10270,2,2,2,2,6,3,9,1,3,7,21:00,6,30,6,4,0,1,4,1,1,0,0,1,9,3,0,2,0,0,2,-1,1,7,3,1
1659029,201201RY10018,1,1,3,2,9,3,0,1,3,4,11:30,6,30,3,4,0,1,1,1,1,0,0,1,9,18,0,2,0,0,1,-1,2,8,6,1
1666362,201201WW51074,1,1,1,1,6,3,5,1,3,4,06:55,6,30,3,4,0,0,4,1,1,0,0,1,5,18,0,8,0,0,4,-1,1,6,6,1
1667996,201201XH30477,1,1,1,2,5,3,9,1,3,2,12:30,6,30,3,4,0,0,1,1,1,0,0,2,9,16,0,8,0,0,1,-1,2,5,14,1
1669577,201201YR90207,1,1,1,1,5,3,9,1,3,4,08:00,6,30,3,4,0,0,1,2,2,0,0,1,9,9,0,8,0,0,3,-1,1,5,8,1
1670506,201201ZD30357,2,2,1,1,6,3,9,-1,3,5,09:10,6,30,3,2,0,5,1,1,1,0,0,1,9,18,0,8,0,0,3,1,1,6,2,-1
1671271,201201ZT80044,1,1,1,2,5,3,9,1,3,4,08:43,6,30,0,-1,0,0,1,1,1,0,0,1,9,15,0,0,4,0,4,2,2,5,1,1
1673748,201204AM12076,1,1,1,2,7,3,9,3,3,4,16:11,6,30,6,4,0,0,1,1,1,3,0,1,9,5,0,8,0,0,2,-1,2,7,6,3
1675653,201204CJ12177,1,1,1,2,7,3,9,1,3,5,17:30,3,30,3,4,0,0,1,1,1,0,0,2,9,7,0,6,0,0,2,2,2,7,12,1
1676286,201204DA12096,2,2,1,1,8,3,8,1,3,7,22:10,6,30,0,-1,0,0,4,1,1,0,0,1,8,18,0,0,0,0,2,1,1,8,13,1
1677282,201204EA12372,2,1,1,1,7,3,9,-1,3,7,13:15,6,30,9,4,0,0,1,1,1,0,0,1,9,18,0,1,0,0,1,2,1,7,9,-1
1680703,201205CC04752,1,2,1,2,6,3,9,1,3,6,09:25,6,30,9,4,0,0,1,1,1,0,0,1,9,18,0,8,0,0,1,-1,2,6,6,1
1684337,201206B060153,1,1,3,1,6,3,0,1,3,6,11:50,6,30,0,-1,0,4,1,1,1,0,0,1,9,3,0,0,0,0,1,-1,3,-1,-1,-1
1689928,2012070036458,1,1,1,1,9,2,1,1,2,4,15:11,6,30,0,-1,0,0,1,1,1,0,0,1,1,18,0,0,0,0,1,-1,1,9,-1,1
1691426,2012070174311,1,2,2,1,5,3,9,1,3,2,01:33,6,30,0,-1,0,0,4,1,1,0,0,1,9,16,0,0,0,10,3,-1,1,6,13,1
1692394,2012070284555,1,1,3,1,4,3,0,1,3,4,19:30,6,30,3,4,0,0,4,2,2,0,0,1,9,4,0,1,0,0,1,-1,3,-1,-1,-1
1694697,2012100207512,1,1,2,2,5,2,8,1,2,6,02:30,6,30,0,-1,0,0,4,8,2,0,0,1,8,18,0,0,0,0,0,1,1,6,7,1
1694834,2012100226112,1,1,1,2,6,3,9,1,3,4,20:00,3,70,5,4,0,0,4,2,2,0,0,2,9,18,0,1,0,7,2,5,2,6,11,1
1695884,2012100401912,2,3,2,2,6,3,9,-1,3,1,17:13,3,40,1,2,0,0,1,1,1,0,0,2,9,3,0,1,0,0,2,5,1,6,2,1
1698660,201211NG29522,2,1,1,2,8,3,9,1,3,6,20:04,1,50,1,4,0,8,4,1,2,0,0,2,9,9,0,3,0,0,4,5,2,8,1,1
1699556,201211SJ31182,3,2,2,2,5,3,9,1,3,5,21:09,6,30,3,4,0,0,4,1,1,0,0,1,9,3,0,1,0,0,1,-1,1,5,5,1
1701512,2012120133206,2,2,2,2,3,3,9,1,2,1,19:15,6,60,8,4,0,0,1,1,1,0,0,2,9,9,0,5,0,0,3,5,2,7,13,1
1703328,2012130049784,1,1,3,1,7,3,0,1,3,4,12:35,6,20,3,4,0,0,1,1,1,0,0,1,9,18,0,2,0,0,1,-1,3,-1,-1,-1
1703833,2012130087891,2,2,1,1,8,3,9,1,3,7,05:25,6,30,3,4,0,0,7,1,1,0,0,1,9,18,0,1,0,0,4,1,1,8,13,1
1705431,2012130214539,1,1,1,1,6,3,9,1,3,4,03:30,6,60,0,-1,0,0,6,1,1,0,0,2,9,18,0,0,0,3,1,-1,1,6,7,1
1705819,2012130238047,1,1,3,2,3,3,0,1,3,7,15:30,6,30,0,-1,0,0,1,1,1,0,0,1,9,18,0,0,0,0,1,-1,2,7,6,1
1706942,2012130324009,2,2,2,2,4,3,5,1,3,5,22:50,6,30,3,4,0,0,4,1,1,0,0,1,5,18,0,8,0,0,1,-1,1,5,20,1
1708559,2012130428000,2,1,1,1,7,3,1,2,3,4,17:03,6,30,3,4,0,0,7,1,1,0,0,2,1,18,0,1,0,0,2,-1,1,7,-1,2
1711981,201214B037512,1,1,2,2,-1,3,11,2,3,3,10:30,6,30,0,-1,0,0,1,1,1,0,0,2,11,17,0,0,0,0,0,1,1,6,13,1
1712099,201214B056412,1,1,1,2,8,3,9,3,3,3,18:04,6,60,0,-1,0,0,1,1,2,0,0,2,9,17,0,0,0,4,1,-1,2,8,1,3
1714299,201214K195012,1,3,2,1,7,3,9,1,3,4,23:48,6,30,3,4,0,0,4,1,1,0,0,1,9,18,1,1,0,0,1,1,1,6,0,1
1714382,201214K209212,1,1,1,2,5,2,9,1,2,2,22:20,6,60,0,-1,0,0,4,1,2,0,0,1,9,18,0,0,0,2,1,-1,2,5,8,1
1715415,2012160A02781,2,2,1,1,7,3,19,1,3,4,12:13,3,70,0,-1,0,0,1,1,1,4,0,2,19,3,0,0,0,0,2,1,1,7,2,1
1717831,2012160D01631,2,1,1,1,8,3,1,1,3,6,14:05,6,30,8,4,0,0,1,1,1,0,0,1,1,9,0,8,0,0,1,2,1,8,-1,1
1718962,2012170L11492,1,1,2,1,4,3,9,2,3,7,02:02,7,60,1,4,0,0,4,1,1,0,0,2,9,7,0,8,0,2,1,5,3,-1,10,-1
1719633,2012170M31652,2,1,1,1,8,3,5,1,2,1,12:03,3,70,5,4,0,0,1,1,2,0,0,2,5,13,0,2,0,0,1,5,1,8,10,1
1722026,201220K007332,2,1,2,2,10,3,11,1,3,1,18:44,3,40,8,4,0,0,1,-1,1,0,0,1,11,18,0,8,0,0,0,-1,1,9,9,1
1722801,201220M000632,2,1,1,1,5,3,9,1,3,7,10:51,6,30,3,4,0,0,1,1,4,0,0,1,9,7,0,1,0,0,2,-1,1,5,1,1
1724122,201220S009112,1,1,3,1,4,3,0,1,3,7,00:10,6,30,0,-1,0,0,4,8,4,0,0,1,9,18,0,0,0,0,1,-1,1,6,3,-1
1724715,201220S055102,2,1,1,2,5,3,1,1,3,2,18:04,6,30,6,4,0,0,4,2,2,0,0,1,1,18,0,1,0,0,1,-1,2,5,-1,1
1726235,201220W039712,1,1,1,1,6,3,9,1,2,6,14:47,3,30,0,-1,0,4,1,1,1,0,0,1,9,18,0,0,0,0,1,2,1,6,10,1
1726932,2012212000199,1,1,1,1,6,3,20,1,3,2,06:20,3,70,0,-1,0,0,6,1,1,0,0,2,20,4,0,0,0,0,1,1,1,6,-1,1
1731105,201222C201758,1,1,1,1,4,3,9,1,3,7,05:45,6,60,3,4,0,0,6,1,1,0,0,2,9,9,0,6,0,0,1,-1,1,4,9,1
1731185,201222C202307,2,1,1,1,5,3,9,1,3,3,15:10,2,30,3,4,0,0,1,2,2,0,0,1,9,5,0,1,0,0,2,-1,1,5,11,1
1732380,201222D204042,1,2,3,1,8,2,0,1,2,6,19:54,3,70,0,-1,0,0,4,1,1,0,0,2,9,18,0,0,4,0,1,-1,2,8,8,1
1735628,2012233017312,2,1,1,2,6,3,9,3,3,4,09:10,6,30,3,4,0,0,1,1,1,0,0,2,9,10,0,8,0,0,2,-1,2,6,6,3
1739569,201230D002165,1,1,3,1,-1,3,0,-1,3,1,12:15,6,30,0,-1,0,0,1,1,2,0,0,1,9,18,0,0,0,0,4,-1,1,11,12,3
1740117,201231A026412,1,1,1,1,4,3,9,1,3,6,15:49,6,30,0,-1,0,0,1,-1,2,0,0,1,9,18,0,0,0,2,4,5,1,4,9,1
1742514,201231C234612,1,1,3,2,4,3,0,-1,3,6,23:06,6,30,3,2,0,4,4,2,2,0,0,1,11,18,3,8,0,0,4,1,1,8,3,-1
1752104,2012350031012,1,1,1,2,5,3,9,3,3,7,09:45,6,60,0,-1,0,0,1,5,2,0,0,2,9,4,0,0,10,10,3,1,2,5,10,3
1754187,2012350454312,1,1,3,1,3,2,0,1,2,4,15:26,6,30,6,2,0,5,1,1,1,0,0,1,9,18,0,2,0,0,1,-1,2,6,11,1
1761689,2012400DA0729,2,2,2,2,9,3,9,1,3,7,10:23,3,70,0,-1,0,0,1,1,1,0,0,2,9,4,0,0,0,0,2,-1,1,7,0,1
1770553,201242I406411,1,1,1,2,11,3,9,-1,3,5,16:35,6,40,0,-1,0,0,4,1,2,0,0,1,9,18,0,0,0,0,1,-1,2,11,10,-1
1771875,201243N202052,1,2,2,2,6,3,9,1,3,6,23:19,6,40,8,4,0,0,6,1,1,0,0,2,9,13,0,8,0,0,1,-1,1,6,8,1
1773802,201243P231122,1,1,1,1,6,3,9,1,3,6,19:06,6,60,0,-1,0,0,6,2,5,0,0,2,9,16,0,0,0,0,1,2,1,6,6,1
1786632,201245MO69242,1,1,1,1,5,2,5,1,2,3,13:53,6,40,0,-1,0,0,1,1,1,0,0,2,5,16,0,0,0,0,3,-1,1,5,3,1
1791340,2012460212328,1,1,1,1,5,3,9,-1,3,1,14:00,6,30,3,4,0,0,1,1,1,0,0,1,9,18,0,1,10,4,0,-1,1,5,12,-1
1792203,2012460214283,1,1,1,1,9,3,1,1,3,3,18:15,6,30,0,-1,0,7,1,1,1,0,0,2,1,18,0,0,0,0,0,-1,1,9,-1,1
1792369,2012460214574,1,2,2,1,2,3,9,-1,3,7,11:40,6,60,0,-1,0,0,1,2,2,0,0,2,9,18,0,0,0,0,1,-1,1,9,-1,-1
1792416,2012460214680,1,1,1,1,3,2,1,1,2,2,19:42,6,30,0,-1,0,0,1,2,2,0,0,1,1,18,0,0,0,0,3,-1,1,3,-1,1
1795335,2012460220551,1,3,2,1,4,3,9,1,2,4,22:50,6,30,0,-1,0,0,4,1,1,0,0,1,9,18,0,0,0,10,1,-1,1,5,8,1
1800049,2012471205019,2,2,1,1,10,3,9,1,3,3,17:35,3,30,3,2,0,5,1,2,2,0,0,1,9,9,0,8,0,0,1,-1,1,10,6,1
1806390,201250JT2W002,1,1,1,2,4,3,9,2,3,4,15:41,6,50,9,4,0,0,1,2,2,0,0,1,9,4,0,1,0,0,2,-1,2,4,12,2
1807009,201250KU2E009,2,2,1,1,8,3,9,3,3,4,17:23,6,60,7,4,0,0,1,1,1,0,0,2,9,18,0,1,0,0,1,-1,1,8,15,3
1809984,2012521204311,1,1,2,2,10,3,9,1,3,2,13:30,6,30,6,2,0,5,1,1,1,0,0,1,9,18,0,8,0,0,1,-1,2,11,5,1
1815143,2012552C06689,1,1,1,1,2,3,1,1,3,5,18:20,6,30,0,-1,0,0,4,1,1,0,0,1,1,18,9,0,0,0,0,-1,1,2,-1,1
1817121,2012552D43075,1,1,1,1,7,2,5,1,2,7,11:30,1,60,1,4,0,0,1,1,1,0,0,2,5,18,0,8,0,0,4,-1,1,7,8,1
1818638,201260N119817,1,2,2,2,2,1,9,3,1,1,12:00,3,70,6,4,0,0,1,1,1,0,0,2,9,9,0,8,0,0,3,-1,2,6,-1,3
1819763,2012610009612,1,1,1,2,8,3,9,2,3,2,10:20,6,30,9,4,0,0,1,1,1,0,0,1,9,18,0,2,0,0,2,-1,2,8,1,2
1823156,2012621201163,1,1,1,1,6,3,9,1,3,2,09:23,6,30,3,4,0,0,1,2,2,0,0,1,9,7,0,6,0,10,3,2,1,6,9,1
1825771,201263DP25012,1,1,2,2,10,3,9,3,3,5,14:21,6,60,0,-1,0,0,1,1,1,0,0,2,9,18,0,0,0,10,4,-1,1,10,18,3
1826700,201291NP04812,2,6,2,2,9,3,10,-1,2,6,18:16,6,60,0,-1,0,0,1,1,1,0,0,2,10,18,0,0,0,0,1,-1,1,9,-1,-1
1826919,2012921200534,2,3,1,1,6,3,9,1,2,2,11:20,3,70,3,4,0,0,1,1,1,0,3,2,9,18,0,1,0,0,1,2,1,6,10,1
1831938,2012950006279,1,1,1,2,5,3,9,-1,3,5,17:15,3,70,0,-1,0,0,4,1,1,0,0,2,9,18,0,0,0,0,1,2,2,5,0,-1
1837396,201297UA00407,1,1,1,1,6,3,1,1,3,3,15:30,6,30,0,-1,0,0,1,1,1,0,0,2,1,18,0,0,0,0,1,-1,1,6,-1,1
1837878,201297UD00208,2,3,1,1,8,3,11,3,2,6,13:15,6,30,6,4,0,0,1,1,1,0,0,1,11,18,0,1,0,0,4,1,1,8,8,1
1838306,2012983102212,2,1,2,2,6,3,9,3,3,3,19:53,1,60,0,-1,0,0,4,2,2,0,0,1,9,18,0,0,0,0,4,1,1,7,-1,3
1839775,201301CW10115,1,1,1,1,5,3,3,1,3,7,22:00,3,30,3,2,0,5,4,2,2,0,0,1,3,12,0,8,0,0,3,-1,1,5,9,1
1840108,201301CW10483,1,3,2,2,-1,3,9,-1,3,4,12:50,6,30,3,4,0,0,1,1,1,0,0,1,9,4,0,1,0,0,2,1,1,-1,-1,-1
1840623,201301CW11035,1,1,1,1,7,3,3,1,3,6,08:41,6,30,0,-1,0,4,1,1,1,0,0,1,3,18,0,0,0,0,3,-1,1,7,4,1
1852526,201301PY20264,3,1,1,1,9,3,9,-1,3,3,19:10,1,30,1,4,0,0,4,1,1,0,0,1,9,4,0,8,0,0,2,-1,1,9,-1,-1
1852778,201301PY20500,1,1,1,1,8,3,1,1,3,2,22:30,6,30,0,-1,0,0,4,1,1,0,0,1,1,18,0,0,0,0,0,-1,1,8,-1,1
1853844,201301QK50283,2,1,1,1,7,3,9,-1,3,5,16:01,3,40,0,-1,0,0,1,1,1,0,0,1,9,4,0,0,0,0,2,-1,1,7,6,-1
1854190,201301QK50598,1,3,2,2,8,2,11,1,2,2,07:49,6,30,3,4,0,0,1,1,1,0,0,1,11,18,0,1,0,0,0,1,1,7,-1,-1
1854523,201301RG40062,1,1,2,2,9,3,11,-1,3,2,16:00,6,30,0,-1,0,0,4,1,1,0,0,1,11,18,0,0,0,0,0,1,1,7,4,1
1856244,201301SX20603,2,1,1,1,7,3,1,1,3,6,08:47,6,30,0,-1,0,4,1,1,1,0,0,1,1,15,0,0,0,0,1,-1,1,7,-1,1
1858794,201301VK30247,2,1,1,1,7,3,1,1,3,3,08:45,6,30,3,4,0,1,1,1,1,0,0,1,1,15,0,8,0,0,0,-1,1,7,-1,1
1863993,201301YR90638,1,1,2,1,1,3,11,1,3,1,13:26,6,30,0,-1,0,5,1,1,1,0,0,1,11,4,0,0,0,0,0,1,1,9,1,1
1864221,201301YR90868,1,1,3,1,11,2,0,-1,2,7,17:20,6,30,3,4,0,0,4,2,2,0,0,1,3,18,0,8,0,0,1,2,1,6,-1,1
1864526,201301ZD30270,1,3,2,2,5,3,9,-1,3,6,10:23,6,30,3,4,0,0,1,1,2,0,0,1,9,9,0,8,0,0,4,-1,1,5,1,1
1866984,2013030002080,1,13,2,1,4,3,11,-1,2,2,08:20,6,60,0,-1,0,0,1,1,2,0,0,2,11,16,0,0,0,0,1,1,1,7,12,1
1875732,201305EE04499,1,1,3,1,8,3,0,1,3,2,11:33,6,30,9,2,0,5,1,1,1,0,0,1,11,16,0,1,0,0,4,1,1,7,2,1
1878121,201306F078190,2,1,1,1,9,3,1,1,3,3,10:30,6,30,6,4,0,0,1,1,1,0,0,1,1,18,0,8,0,0,1,-1,1,9,-1,1
1878394,201306G074350,1,2,2,2,7,3,9,1,3,3,20:23,6,30,6,4,0,0,1,1,1,0,0,1,9,18,0,1,0,0,1,-1,2,7,0,-1
1878935,201306J080268,3,1,1,1,7,3,19,1,3,2,08:00,6,30,0,-1,0,0,1,1,1,0,0,1,19,18,0,0,0,0,1,1,1,7,11,1
1879766,201306L075364,1,1,3,2,11,2,0,1,2,5,09:10,-1,30,3,4,0,0,1,1,1,0,0,1,9,7,0,6,0,0,1,-1,1,9,18,1
1880721,201306P071391,2,1,1,2,7,3,9,1,3,7,12:40,7,70,1,4,0,0,1,1,1,4,0,2,9,3,0,4,0,0,2,-1,2,7,9,1
1881202,201306Q074708,1,1,1,2,2,3,1,-1,3,3,18:45,6,30,3,4,0,0,1,1,1,0,0,1,1,5,0,6,0,0,4,-1,2,2,-1,-1
1885784,2013100079913,1,1,1,1,8,3,21,2,3,3,14:15,1,60,1,4,0,0,1,1,1,0,0,2,21,16,0,3,0,10,1,1,1,8,4,2
1886034,2013100123513,2,1,1,2,5,3,9,1,3,2,08:00,1,30,1,4,0,0,1,1,4,0,0,1,9,18,0,8,0,0,1,1,2,5,3,1
1886654,2013100233113,1,1,3,1,6,3,0,1,3,4,16:30,6,30,3,4,0,0,1,1,1,0,0,1,9,7,0,5,0,0,4,1,1,-1,3,-1
1888353,2013100527413,1,1,1,2,11,3,9,3,3,2,22:30,6,40,0,-1,0,0,4,1,1,0,0,2,9,18,0,0,0,0,1,-1,2,11,11,3
1891495,2013120023136,1,3,2,1,6,3,9,1,3,2,01:30,3,70,0,-1,0,0,6,1,4,0,0,2,9,17,0,0,0,9,1,-1,1,6,13,1
1900340,2013130486645,1,1,1,2,4,3,9,1,3,3,11:05,6,30,9,4,0,0,1,1,1,0,0,1,9,18,0,1,0,0,2,-1,2,4,10,1
1904671,201314K197913,3,1,1,1,5,3,1,1,3,3,18:31,3,40,3,2,0,0,1,2,2,0,0,1,1,15,0,1,0,0,1,-1,1,5,-1,1
1910744,201320H006423,1,1,1,2,6,3,9,-1,3,6,20:50,6,30,6,2,0,0,1,1,1,0,0,1,9,18,0,8,0,0,1,-1,2,6,6,-1
1912815,201320M009203,1,1,1,1,7,3,9,1,3,6,16:28,6,30,0,-1,0,0,1,1,1,0,0,1,9,14,0,0,4,0,3,-1,1,7,20,1
